state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
South Carolina,SC,Barnwell,45011,Republican,Donald Trump,213,0.427
South Carolina,SC,Barnwell,45011,Republican,Marco Rubio,435,0.222
South Carolina,SC,Barnwell,45011,Republican,Ted Cruz,1583,0.199
South Carolina,SC,Barnwell,45011,Republican,Ben Carson,865,0.066
South Carolina,SC,Barnwell,45011,Republican,Jeb Bush,2693,0.05
South Carolina,SC,Barnwell,45011,Republican,John Kasich,362,0.035
South Carolina,SC,Barnwell,45011,Democrat,Hillary Clinton,384,0.874
South Carolina,SC,Barnwell,45011,Democrat,Bernie Sanders,2968,0.117
South Carolina,SC,Beaufort,45013,Republican,Donald Trump,173,0.301
South Carolina,SC,Beaufort,45013,Republican,Marco Rubio,8,0.277
South Carolina,SC,Beaufort,45013,Republican,John Kasich,337,0.189
South Carolina,SC,Beaufort,45013,Republican,Ted Cruz,141,0.134
South Carolina,SC,Beaufort,45013,Republican,Jeb Bush,3357,0.066
South Carolina,SC,Beaufort,45013,Republican,Ben Carson,297,0.033
South Carolina,SC,Beaufort,45013,Democrat,Hillary Clinton,3090,0.733
South Carolina,SC,Beaufort,45013,Democrat,Bernie Sanders,3261,0.263
South Carolina,SC,Berkeley,45015,Republican,Donald Trump,2158,0.34
South Carolina,SC,Berkeley,45015,Republican,Ted Cruz,8,0.226
South Carolina,SC,Berkeley,45015,Republican,Marco Rubio,77,0.223
South Carolina,SC,Berkeley,45015,Republican,Jeb Bush,16,0.096
South Carolina,SC,Berkeley,45015,Republican,Ben Carson,6835,0.059
South Carolina,SC,Berkeley,45015,Republican,John Kasich,4221,0.056
South Carolina,SC,Berkeley,45015,Democrat,Hillary Clinton,3891,0.72
South Carolina,SC,Berkeley,45015,Democrat,Bernie Sanders,38063,0.272
South Carolina,SC,Calhoun,45017,Republican,Donald Trump,319,0.352
South Carolina,SC,Calhoun,45017,Republican,Ted Cruz,184,0.246
South Carolina,SC,Calhoun,45017,Republican,Marco Rubio,243,0.184
South Carolina,SC,Calhoun,45017,Republican,Jeb Bush,92,0.109
South Carolina,SC,Calhoun,45017,Republican,Ben Carson,1612,0.061
South Carolina,SC,Calhoun,45017,Republican,John Kasich,1229,0.048
South Carolina,SC,Calhoun,45017,Democrat,Hillary Clinton,3342,0.861
South Carolina,SC,Calhoun,45017,Democrat,Bernie Sanders,985,0.135
South Carolina,SC,Charleston,45019,Republican,Marco Rubio,1526,0.279
South Carolina,SC,Charleston,45019,Republican,Donald Trump,83,0.264
South Carolina,SC,Charleston,45019,Republican,Ted Cruz,144,0.166
South Carolina,SC,Charleston,45019,Republican,John Kasich,2606,0.134
South Carolina,SC,Charleston,45019,Republican,Jeb Bush,342,0.112
South Carolina,SC,Charleston,45019,Republican,Ben Carson,844,0.045
South Carolina,SC,Charleston,45019,Democrat,Hillary Clinton,3530,0.66
South Carolina,SC,Charleston,45019,Democrat,Bernie Sanders,774,0.334
South Carolina,SC,Cherokee,45021,Republican,Donald Trump,3673,0.42
South Carolina,SC,Cherokee,45021,Republican,Ted Cruz,10,0.23
South Carolina,SC,Cherokee,45021,Republican,Marco Rubio,30,0.168
South Carolina,SC,Cherokee,45021,Republican,Ben Carson,2281,0.102
South Carolina,SC,Cherokee,45021,Republican,Jeb Bush,6137,0.044
South Carolina,SC,Cherokee,45021,Republican,John Kasich,39314,0.036
South Carolina,SC,Cherokee,45021,Democrat,Hillary Clinton,212,0.779
South Carolina,SC,Cherokee,45021,Democrat,Bernie Sanders,2043,0.214
South Carolina,SC,Chester,45023,Republican,Donald Trump,569,0.421
South Carolina,SC,Chester,45023,Republican,Ted Cruz,20,0.254
South Carolina,SC,Chester,45023,Republican,Marco Rubio,6144,0.166
South Carolina,SC,Chester,45023,Republican,Ben Carson,1194,0.085
South Carolina,SC,Chester,45023,Republican,Jeb Bush,698,0.038
South Carolina,SC,Chester,45023,Republican,John Kasich,259,0.036
South Carolina,SC,Chester,45023,Democrat,Hillary Clinton,400,0.796
South Carolina,SC,Chester,45023,Democrat,Bernie Sanders,26,0.2
South Carolina,SC,Chesterfield,45025,Republican,Donald Trump,4992,0.401
South Carolina,SC,Chesterfield,45025,Republican,Ted Cruz,1933,0.319
South Carolina,SC,Chesterfield,45025,Republican,Marco Rubio,13,0.154
South Carolina,SC,Chesterfield,45025,Republican,Ben Carson,118,0.055
South Carolina,SC,Chesterfield,45025,Republican,Jeb Bush,228,0.04
South Carolina,SC,Chesterfield,45025,Republican,John Kasich,25,0.031
South Carolina,SC,Chesterfield,45025,Democrat,Hillary Clinton,24,0.828
South Carolina,SC,Chesterfield,45025,Democrat,Bernie Sanders,216,0.167
South Carolina,SC,Clarendon,45027,Republican,Donald Trump,432,0.373
South Carolina,SC,Clarendon,45027,Republican,Ted Cruz,6953,0.241
South Carolina,SC,Clarendon,45027,Republican,Marco Rubio,4998,0.185
South Carolina,SC,Clarendon,45027,Republican,Jeb Bush,5,0.082
South Carolina,SC,Clarendon,45027,Republican,Ben Carson,18,0.062
South Carolina,SC,Clarendon,45027,Republican,John Kasich,6956,0.057
South Carolina,SC,Clarendon,45027,Democrat,Hillary Clinton,1326,0.908
South Carolina,SC,Clarendon,45027,Democrat,Bernie Sanders,128,0.086
South Carolina,SC,Colleton,45029,Republican,Donald Trump,911,0.433
South Carolina,SC,Colleton,45029,Republican,Ted Cruz,97,0.205
South Carolina,SC,Colleton,45029,Republican,Marco Rubio,3558,0.174
South Carolina,SC,Colleton,45029,Republican,Jeb Bush,20,0.094
South Carolina,SC,Colleton,45029,Republican,Ben Carson,1491,0.052
South Carolina,SC,Colleton,45029,Republican,John Kasich,608,0.042
South Carolina,SC,Colleton,45029,Democrat,Hillary Clinton,344,0.825
South Carolina,SC,Colleton,45029,Democrat,Bernie Sanders,1720,0.164
South Carolina,SC,Darlington,45031,Republican,Donald Trump,1037,0.378
South Carolina,SC,Darlington,45031,Republican,Ted Cruz,5465,0.292
South Carolina,SC,Darlington,45031,Republican,Marco Rubio,1379,0.156
South Carolina,SC,Darlington,45031,Republican,Jeb Bush,65380,0.078
South Carolina,SC,Darlington,45031,Republican,Ben Carson,545,0.059
South Carolina,SC,Darlington,45031,Republican,John Kasich,833,0.037
South Carolina,SC,Darlington,45031,Democrat,Hillary Clinton,439,0.819
South Carolina,SC,Darlington,45031,Democrat,Bernie Sanders,1664,0.177
South Carolina,SC,Dillon,45033,Republican,Donald Trump,3337,0.363
South Carolina,SC,Dillon,45033,Republican,Ted Cruz,313,0.341
South Carolina,SC,Dillon,45033,Republican,Marco Rubio,4743,0.166
South Carolina,SC,Dillon,45033,Republican,Jeb Bush,650,0.063
South Carolina,SC,Dillon,45033,Republican,Ben Carson,3460,0.042
South Carolina,SC,Dillon,45033,Republican,John Kasich,9915,0.024
South Carolina,SC,Dillon,45033,Democrat,Hillary Clinton,3230,0.841
South Carolina,SC,Dillon,45033,Democrat,Bernie Sanders,877,0.152
South Carolina,SC,Dorchester,45035,Republican,Donald Trump,296,0.315
South Carolina,SC,Dorchester,45035,Republican,Marco Rubio,15076,0.238
South Carolina,SC,Dorchester,45035,Republican,Ted Cruz,1065,0.236
South Carolina,SC,Dorchester,45035,Republican,Jeb Bush,83,0.088
South Carolina,SC,Dorchester,45035,Republican,John Kasich,691,0.064
South Carolina,SC,Dorchester,45035,Republican,Ben Carson,2880,0.059
South Carolina,SC,Dorchester,45035,Democrat,Hillary Clinton,721,0.702
South Carolina,SC,Dorchester,45035,Democrat,Bernie Sanders,2650,0.292
South Carolina,SC,Edgefield,45037,Republican,Donald Trump,555,0.341
South Carolina,SC,Edgefield,45037,Republican,Ted Cruz,1288,0.286
South Carolina,SC,Edgefield,45037,Republican,Marco Rubio,2185,0.225
South Carolina,SC,Edgefield,45037,Republican,Ben Carson,916,0.081
South Carolina,SC,Edgefield,45037,Republican,John Kasich,6650,0.038
South Carolina,SC,Edgefield,45037,Republican,Jeb Bush,1000,0.029
South Carolina,SC,Edgefield,45037,Democrat,Hillary Clinton,864,0.818
South Carolina,SC,Edgefield,45037,Democrat,Bernie Sanders,1561,0.167
South Carolina,SC,Fairfield,45039,Republican,Donald Trump,105,0.359
South Carolina,SC,Fairfield,45039,Republican,Ted Cruz,1325,0.247
South Carolina,SC,Fairfield,45039,Republican,Marco Rubio,827,0.194
South Carolina,SC,Fairfield,45039,Republican,Jeb Bush,130,0.08
South Carolina,SC,Fairfield,45039,Republican,John Kasich,265,0.064
South Carolina,SC,Fairfield,45039,Republican,Ben Carson,30697,0.057
South Carolina,SC,Fairfield,45039,Democrat,Hillary Clinton,1656,0.874
South Carolina,SC,Fairfield,45039,Democrat,Bernie Sanders,753,0.118
South Carolina,SC,Florence,45041,Republican,Donald Trump,667,0.331
South Carolina,SC,Florence,45041,Republican,Ted Cruz,1890,0.287
South Carolina,SC,Florence,45041,Republican,Marco Rubio,824,0.185
South Carolina,SC,Florence,45041,Republican,Jeb Bush,265,0.081
South Carolina,SC,Florence,45041,Republican,Ben Carson,2294,0.07
South Carolina,SC,Florence,45041,Republican,John Kasich,2265,0.045
South Carolina,SC,Florence,45041,Democrat,Hillary Clinton,2509,0.78
South Carolina,SC,Florence,45041,Democrat,Bernie Sanders,733,0.214
South Carolina,SC,Georgetown,45043,Republican,Donald Trump,389,0.402
South Carolina,SC,Georgetown,45043,Republican,Marco Rubio,836,0.234
South Carolina,SC,Georgetown,45043,Republican,Ted Cruz,215,0.138
South Carolina,SC,Georgetown,45043,Republican,John Kasich,6842,0.089
South Carolina,SC,Georgetown,45043,Republican,Jeb Bush,66,0.083
South Carolina,SC,Georgetown,45043,Republican,Ben Carson,2219,0.053
South Carolina,SC,Georgetown,45043,Democrat,Hillary Clinton,88,0.778
South Carolina,SC,Georgetown,45043,Democrat,Bernie Sanders,519,0.212
South Carolina,SC,Greenville,45045,Republican,Donald Trump,354,0.268
South Carolina,SC,Greenville,45045,Republican,Ted Cruz,956,0.246
South Carolina,SC,Greenville,45045,Republican,Marco Rubio,8100,0.246
South Carolina,SC,Greenville,45045,Republican,Ben Carson,6274,0.086
South Carolina,SC,Greenville,45045,Republican,John Kasich,600,0.083
South Carolina,SC,Greenville,45045,Republican,Jeb Bush,210,0.07
South Carolina,SC,Greenville,45045,Democrat,Hillary Clinton,1244,0.641
South Carolina,SC,Greenville,45045,Democrat,Bernie Sanders,195,0.355
South Carolina,SC,Greenwood,45047,Republican,Donald Trump,2,0.288
South Carolina,SC,Greenwood,45047,Republican,Marco Rubio,1266,0.241
South Carolina,SC,Greenwood,45047,Republican,Ted Cruz,230,0.229
South Carolina,SC,Greenwood,45047,Republican,Ben Carson,4252,0.094
South Carolina,SC,Greenwood,45047,Republican,Jeb Bush,2276,0.082
South Carolina,SC,Greenwood,45047,Republican,John Kasich,30,0.066
South Carolina,SC,Greenwood,45047,Democrat,Hillary Clinton,674,0.774
South Carolina,SC,Greenwood,45047,Democrat,Bernie Sanders,362,0.212
South Carolina,SC,Hampton,45049,Republican,Donald Trump,3072,0.434
South Carolina,SC,Hampton,45049,Republican,Ted Cruz,311,0.219
South Carolina,SC,Hampton,45049,Republican,Marco Rubio,2,0.189
South Carolina,SC,Hampton,45049,Republican,Ben Carson,5399,0.055
South Carolina,SC,Hampton,45049,Republican,John Kasich,117,0.053
South Carolina,SC,Hampton,45049,Republican,Jeb Bush,276,0.05
South Carolina,SC,Hampton,45049,Democrat,Hillary Clinton,16,0.88
South Carolina,SC,Hampton,45049,Democrat,Bernie Sanders,494,0.11
South Carolina,SC,Horry,45051,Republican,Donald Trump,96,0.492
South Carolina,SC,Horry,45051,Republican,Marco Rubio,258,0.179
South Carolina,SC,Horry,45051,Republican,Ted Cruz,1078,0.158
South Carolina,SC,Horry,45051,Republican,John Kasich,654,0.064
South Carolina,SC,Horry,45051,Republican,Jeb Bush,560,0.059
South Carolina,SC,Horry,45051,Republican,Ben Carson,204,0.049
South Carolina,SC,Horry,45051,Democrat,Hillary Clinton,2522,0.672
South Carolina,SC,Horry,45051,Democrat,Bernie Sanders,2153,0.324
South Carolina,SC,Jasper,45053,Republican,Donald Trump,382,0.39
South Carolina,SC,Jasper,45053,Republican,Marco Rubio,190,0.232
South Carolina,SC,Jasper,45053,Republican,Ted Cruz,2762,0.189
South Carolina,SC,Jasper,45053,Republican,John Kasich,2773,0.098
South Carolina,SC,Jasper,45053,Republican,Ben Carson,7374,0.052
South Carolina,SC,Jasper,45053,Republican,Jeb Bush,350,0.04
South Carolina,SC,Jasper,45053,Democrat,Hillary Clinton,621,0.851
South Carolina,SC,Jasper,45053,Democrat,Bernie Sanders,1491,0.138
South Carolina,SC,Kershaw,45055,Republican,Donald Trump,9,0.344
South Carolina,SC,Kershaw,45055,Republican,Ted Cruz,65,0.259
South Carolina,SC,Kershaw,45055,Republican,Marco Rubio,603,0.177
South Carolina,SC,Kershaw,45055,Republican,Jeb Bush,2935,0.108
South Carolina,SC,Kershaw,45055,Republican,Ben Carson,166,0.058
South Carolina,SC,Kershaw,45055,Republican,John Kasich,492,0.054
South Carolina,SC,Kershaw,45055,Democrat,Hillary Clinton,158,0.771
South Carolina,SC,Kershaw,45055,Democrat,Bernie Sanders,149,0.224
South Carolina,SC,Lancaster,45057,Republican,Donald Trump,2022,0.339
South Carolina,SC,Lancaster,45057,Republican,Marco Rubio,6838,0.223
South Carolina,SC,Lancaster,45057,Republican,Ted Cruz,70,0.217
South Carolina,SC,Lancaster,45057,Republican,Ben Carson,588,0.092
South Carolina,SC,Lancaster,45057,Republican,John Kasich,85,0.085
South Carolina,SC,Lancaster,45057,Republican,Jeb Bush,1092,0.045
South Carolina,SC,Lancaster,45057,Democrat,Hillary Clinton,11542,0.73
South Carolina,SC,Lancaster,45057,Democrat,Bernie Sanders,4,0.266
South Carolina,SC,Laurens,45059,Republican,Donald Trump,110,0.345
South Carolina,SC,Laurens,45059,Republican,Ted Cruz,51,0.285
South Carolina,SC,Laurens,45059,Republican,Marco Rubio,232,0.164
South Carolina,SC,Laurens,45059,Republican,Ben Carson,69,0.082
South Carolina,SC,Laurens,45059,Republican,Jeb Bush,1151,0.079
South Carolina,SC,Laurens,45059,Republican,John Kasich,66,0.045
South Carolina,SC,Laurens,45059,Democrat,Hillary Clinton,1566,0.784
South Carolina,SC,Laurens,45059,Democrat,Bernie Sanders,11,0.212
South Carolina,SC,Lee,45061,Republican,Donald Trump,34,0.474
South Carolina,SC,Lee,45061,Republican,Ted Cruz,500,0.225
South Carolina,SC,Lee,45061,Republican,Marco Rubio,176,0.125
South Carolina,SC,Lee,45061,Republican,Jeb Bush,529,0.097
South Carolina,SC,Lee,45061,Republican,Ben Carson,58,0.042
South Carolina,SC,Lee,45061,Republican,John Kasich,1267,0.037
South Carolina,SC,Lee,45061,Democrat,Hillary Clinton,640,0.876
South Carolina,SC,Lee,45061,Democrat,Bernie Sanders,774,0.114
South Carolina,SC,Lexington,45063,Republican,Donald Trump,716,0.3
South Carolina,SC,Lexington,45063,Republican,Ted Cruz,999,0.241
South Carolina,SC,Lexington,45063,Republican,Marco Rubio,241,0.209
South Carolina,SC,Lexington,45063,Republican,Jeb Bush,694,0.097
South Carolina,SC,Lexington,45063,Republican,Ben Carson,121,0.089
South Carolina,SC,Lexington,45063,Republican,John Kasich,3235,0.063
South Carolina,SC,Lexington,45063,Democrat,Hillary Clinton,978,0.609
South Carolina,SC,Lexington,45063,Democrat,Bernie Sanders,456,0.386
South Carolina,SC,Marion,45067,Republican,Donald Trump,311,0.425
South Carolina,SC,Marion,45067,Republican,Ted Cruz,142,0.261
South Carolina,SC,Marion,45067,Republican,Marco Rubio,76,0.154
South Carolina,SC,Marion,45067,Republican,Jeb Bush,2,0.076
South Carolina,SC,Marion,45067,Republican,Ben Carson,177,0.049
South Carolina,SC,Marion,45067,Republican,John Kasich,3720,0.035
South Carolina,SC,Marion,45067,Democrat,Hillary Clinton,7480,0.854
South Carolina,SC,Marion,45067,Democrat,Bernie Sanders,5948,0.14
South Carolina,SC,Marlboro,45069,Republican,Donald Trump,47,0.421
South Carolina,SC,Marlboro,45069,Republican,Ted Cruz,22620,0.234
South Carolina,SC,Marlboro,45069,Republican,Marco Rubio,3745,0.145
South Carolina,SC,Marlboro,45069,Republican,Jeb Bush,919,0.094
South Carolina,SC,Marlboro,45069,Republican,Ben Carson,80,0.073
South Carolina,SC,Marlboro,45069,Republican,John Kasich,432,0.033
South Carolina,SC,Marlboro,45069,Democrat,Hillary Clinton,4767,0.89
South Carolina,SC,Marlboro,45069,Democrat,Bernie Sanders,80,0.105
South Carolina,SC,McCormick,45065,Republican,Donald Trump,2144,0.339
South Carolina,SC,McCormick,45065,Republican,Marco Rubio,27,0.258
South Carolina,SC,McCormick,45065,Republican,Ted Cruz,16286,0.204
South Carolina,SC,McCormick,45065,Republican,John Kasich,1457,0.099
South Carolina,SC,McCormick,45065,Republican,Ben Carson,879,0.058
South Carolina,SC,McCormick,45065,Republican,Jeb Bush,6295,0.042
South Carolina,SC,McCormick,45065,Democrat,Hillary Clinton,14263,0.851
South Carolina,SC,McCormick,45065,Democrat,Bernie Sanders,3718,0.142
South Carolina,SC,Newberry,45071,Republican,Donald Trump,296,0.344
South Carolina,SC,Newberry,45071,Republican,Ted Cruz,436,0.213
South Carolina,SC,Newberry,45071,Republican,Marco Rubio,495,0.195
South Carolina,SC,Newberry,45071,Republican,Jeb Bush,135,0.103
South Carolina,SC,Newberry,45071,Republican,Ben Carson,1089,0.088
South Carolina,SC,Newberry,45071,Republican,John Kasich,20,0.057
South Carolina,SC,Newberry,45071,Democrat,Hillary Clinton,3920,0.81
South Carolina,SC,Newberry,45071,Democrat,Bernie Sanders,207,0.179
South Carolina,SC,Oconee,45073,Republican,Donald Trump,2520,0.284
South Carolina,SC,Oconee,45073,Republican,Marco Rubio,1,0.257
South Carolina,SC,Oconee,45073,Republican,Ted Cruz,827,0.203
South Carolina,SC,Oconee,45073,Republican,John Kasich,607,0.095
South Carolina,SC,Oconee,45073,Republican,Jeb Bush,3448,0.089
South Carolina,SC,Oconee,45073,Republican,Ben Carson,68,0.072
South Carolina,SC,Oconee,45073,Democrat,Hillary Clinton,1491,0.596
South Carolina,SC,Oconee,45073,Democrat,Bernie Sanders,625,0.396
South Carolina,SC,Orangeburg,45075,Republican,Donald Trump,4628,0.38
South Carolina,SC,Orangeburg,45075,Republican,Marco Rubio,92296,0.195
South Carolina,SC,Orangeburg,45075,Republican,Ted Cruz,225,0.195
South Carolina,SC,Orangeburg,45075,Republican,Jeb Bush,18,0.117
South Carolina,SC,Orangeburg,45075,Republican,Ben Carson,392,0.06
South Carolina,SC,Orangeburg,45075,Republican,John Kasich,4303,0.053
South Carolina,SC,Orangeburg,45075,Democrat,Hillary Clinton,9126,0.887
South Carolina,SC,Orangeburg,45075,Democrat,Bernie Sanders,60,0.11
South Carolina,SC,Pickens,45077,Republican,Donald Trump,12,0.301
South Carolina,SC,Pickens,45077,Republican,Ted Cruz,1663,0.27
South Carolina,SC,Pickens,45077,Republican,Marco Rubio,616,0.209
South Carolina,SC,Pickens,45077,Republican,Jeb Bush,183,0.086
South Carolina,SC,Pickens,45077,Republican,Ben Carson,8,0.072
South Carolina,SC,Pickens,45077,Republican,John Kasich,201,0.061
South Carolina,SC,Pickens,45077,Democrat,Hillary Clinton,373,0.555
South Carolina,SC,Pickens,45077,Democrat,Bernie Sanders,1994,0.441
South Carolina,SC,Richland,45079,Republican,Marco Rubio,28,0.279
South Carolina,SC,Richland,45079,Republican,Donald Trump,2307,0.234
South Carolina,SC,Richland,45079,Republican,Ted Cruz,149,0.203
South Carolina,SC,Richland,45079,Republican,Jeb Bush,1900,0.114
South Carolina,SC,Richland,45079,Republican,John Kasich,3607,0.103
South Carolina,SC,Richland,45079,Republican,Ben Carson,943,0.067
South Carolina,SC,Richland,45079,Democrat,Hillary Clinton,7478,0.758
South Carolina,SC,Richland,45079,Democrat,Bernie Sanders,303,0.238
South Carolina,SC,Saluda,45081,Republican,Donald Trump,977,0.364
South Carolina,SC,Saluda,45081,Republican,Ted Cruz,0,0.232
South Carolina,SC,Saluda,45081,Republican,Marco Rubio,545,0.161
South Carolina,SC,Saluda,45081,Republican,Jeb Bush,109,0.111
South Carolina,SC,Saluda,45081,Republican,Ben Carson,1506,0.086
South Carolina,SC,Saluda,45081,Republican,John Kasich,1111,0.045
South Carolina,SC,Saluda,45081,Democrat,Hillary Clinton,30,0.837
South Carolina,SC,Saluda,45081,Democrat,Bernie Sanders,1607,0.157
South Carolina,SC,Spartanburg,45083,Republican,Donald Trump,443,0.327
South Carolina,SC,Spartanburg,45083,Republican,Ted Cruz,315,0.246
South Carolina,SC,Spartanburg,45083,Republican,Marco Rubio,0,0.229
South Carolina,SC,Spartanburg,45083,Republican,Ben Carson,16,0.087
South Carolina,SC,Spartanburg,45083,Republican,Jeb Bush,503,0.059
South Carolina,SC,Spartanburg,45083,Republican,John Kasich,349,0.053
South Carolina,SC,Spartanburg,45083,Democrat,Hillary Clinton,165,0.703
South Carolina,SC,Spartanburg,45083,Democrat,Bernie Sanders,467,0.293
South Carolina,SC,Sumter,45085,Republican,Donald Trump,5478,0.337
South Carolina,SC,Sumter,45085,Republican,Ted Cruz,125,0.221
South Carolina,SC,Sumter,45085,Republican,Marco Rubio,2513,0.2
South Carolina,SC,Sumter,45085,Republican,Jeb Bush,645,0.121
South Carolina,SC,Sumter,45085,Republican,Ben Carson,591,0.073
South Carolina,SC,Sumter,45085,Republican,John Kasich,1391,0.048
South Carolina,SC,Sumter,45085,Democrat,Hillary Clinton,6893,0.866
South Carolina,SC,Sumter,45085,Democrat,Bernie Sanders,495,0.127
South Carolina,SC,Union,45087,Republican,Donald Trump,2843,0.389
South Carolina,SC,Union,45087,Republican,Ted Cruz,1659,0.245
South Carolina,SC,Union,45087,Republican,Marco Rubio,434,0.208
South Carolina,SC,Union,45087,Republican,Jeb Bush,4,0.074
South Carolina,SC,Union,45087,Republican,Ben Carson,1,0.052
South Carolina,SC,Union,45087,Republican,John Kasich,7,0.032
South Carolina,SC,Union,45087,Democrat,Hillary Clinton,1236,0.834
South Carolina,SC,Union,45087,Democrat,Bernie Sanders,9083,0.164
South Carolina,SC,Williamsburg,45089,Republican,Donald Trump,674,0.433
South Carolina,SC,Williamsburg,45089,Republican,Ted Cruz,241,0.21
South Carolina,SC,Williamsburg,45089,Republican,Marco Rubio,1447,0.19
South Carolina,SC,Williamsburg,45089,Republican,Jeb Bush,1820,0.084
South Carolina,SC,Williamsburg,45089,Republican,Ben Carson,4131,0.055
South Carolina,SC,Williamsburg,45089,Republican,John Kasich,14,0.028
South Carolina,SC,Williamsburg,45089,Democrat,Hillary Clinton,164,0.885
South Carolina,SC,Williamsburg,45089,Democrat,Bernie Sanders,238,0.107
South Carolina,SC,York,45091,Republican,Donald Trump,248,0.317
South Carolina,SC,York,45091,Republican,Ted Cruz,316,0.242
South Carolina,SC,York,45091,Republican,Marco Rubio,1436,0.213
South Carolina,SC,York,45091,Republican,Ben Carson,104,0.104
South Carolina,SC,York,45091,Republican,John Kasich,87,0.069
South Carolina,SC,York,45091,Republican,Jeb Bush,447,0.054
South Carolina,SC,York,45091,Democrat,Hillary Clinton,21,0.635
South Carolina,SC,York,45091,Democrat,Bernie Sanders,168,0.361
Tennessee,TN,Anderson,47001,Republican,Donald Trump,88,0.4
Tennessee,TN,Anderson,47001,Republican,Ted Cruz,1304,0.228
Tennessee,TN,Anderson,47001,Republican,Marco Rubio,1492,0.218
Tennessee,TN,Anderson,47001,Republican,Ben Carson,838,0.08
Tennessee,TN,Anderson,47001,Republican,John Kasich,383,0.052
Tennessee,TN,Anderson,47001,Democrat,Hillary Clinton,360,0.547
Tennessee,TN,Anderson,47001,Democrat,Bernie Sanders,792,0.434
Tennessee,TN,Bedford,47003,Republican,Donald Trump,2575,0.488
Tennessee,TN,Bedford,47003,Republican,Ted Cruz,11856,0.262
Tennessee,TN,Bedford,47003,Republican,Marco Rubio,3698,0.13
Tennessee,TN,Bedford,47003,Republican,Ben Carson,1290,0.075
Tennessee,TN,Bedford,47003,Republican,John Kasich,1236,0.032
Tennessee,TN,Bedford,47003,Democrat,Hillary Clinton,445,0.678
Tennessee,TN,Bedford,47003,Democrat,Bernie Sanders,602,0.293
Tennessee,TN,Benton,47005,Republican,Donald Trump,960,0.519
Tennessee,TN,Benton,47005,Republican,Ted Cruz,20,0.256
Tennessee,TN,Benton,47005,Republican,Marco Rubio,1311,0.125
Tennessee,TN,Benton,47005,Republican,Ben Carson,219,0.055
Tennessee,TN,Benton,47005,Republican,John Kasich,2287,0.033
Tennessee,TN,Benton,47005,Democrat,Hillary Clinton,5048,0.635
Tennessee,TN,Benton,47005,Democrat,Bernie Sanders,3411,0.325
Tennessee,TN,Bledsoe,47007,Republican,Donald Trump,159,0.492
Tennessee,TN,Bledsoe,47007,Republican,Ted Cruz,184,0.238
Tennessee,TN,Bledsoe,47007,Republican,Marco Rubio,103,0.139
Tennessee,TN,Bledsoe,47007,Republican,Ben Carson,125914,0.081
Tennessee,TN,Bledsoe,47007,Republican,John Kasich,65,0.027
Tennessee,TN,Bledsoe,47007,Democrat,Hillary Clinton,51,0.607
Tennessee,TN,Bledsoe,47007,Democrat,Bernie Sanders,2341,0.328
Tennessee,TN,Blount,47009,Republican,Donald Trump,0,0.377
Tennessee,TN,Blount,47009,Republican,Marco Rubio,1508,0.239
Tennessee,TN,Blount,47009,Republican,Ted Cruz,4019,0.223
Tennessee,TN,Blount,47009,Republican,Ben Carson,30,0.081
Tennessee,TN,Blount,47009,Republican,John Kasich,35,0.055
Tennessee,TN,Blount,47009,Democrat,Hillary Clinton,326,0.531
Tennessee,TN,Blount,47009,Democrat,Bernie Sanders,687,0.458
Tennessee,TN,Bradley,47011,Republican,Donald Trump,5,0.366
Tennessee,TN,Bradley,47011,Republican,Marco Rubio,7,0.244
Tennessee,TN,Bradley,47011,Republican,Ted Cruz,40276,0.217
Tennessee,TN,Bradley,47011,Republican,Ben Carson,472,0.103
Tennessee,TN,Bradley,47011,Republican,John Kasich,1470,0.047
Tennessee,TN,Bradley,47011,Democrat,Hillary Clinton,1133,0.552
Tennessee,TN,Bradley,47011,Democrat,Bernie Sanders,663,0.437
Tennessee,TN,Campbell,47013,Republican,Donald Trump,206,0.519
Tennessee,TN,Campbell,47013,Republican,Ted Cruz,62,0.196
Tennessee,TN,Campbell,47013,Republican,Marco Rubio,953,0.167
Tennessee,TN,Campbell,47013,Republican,Ben Carson,1482,0.068
Tennessee,TN,Campbell,47013,Republican,John Kasich,248,0.034
Tennessee,TN,Campbell,47013,Democrat,Hillary Clinton,970,0.667
Tennessee,TN,Campbell,47013,Democrat,Bernie Sanders,32014,0.307
Tennessee,TN,Cannon,47015,Republican,Donald Trump,1020,0.53
Tennessee,TN,Cannon,47015,Republican,Ted Cruz,21,0.28
Tennessee,TN,Cannon,47015,Republican,Marco Rubio,40,0.083
Tennessee,TN,Cannon,47015,Republican,Ben Carson,17,0.068
Tennessee,TN,Cannon,47015,Republican,John Kasich,1724,0.021
Tennessee,TN,Cannon,47015,Democrat,Hillary Clinton,649,0.645
Tennessee,TN,Cannon,47015,Democrat,Bernie Sanders,444,0.32
Tennessee,TN,Carroll,47017,Republican,Donald Trump,68,0.432
Tennessee,TN,Carroll,47017,Republican,Ted Cruz,156,0.265
Tennessee,TN,Carroll,47017,Republican,Marco Rubio,764,0.157
Tennessee,TN,Carroll,47017,Republican,Ben Carson,511,0.086
Tennessee,TN,Carroll,47017,Republican,John Kasich,290,0.04
Tennessee,TN,Carroll,47017,Democrat,Hillary Clinton,246,0.676
Tennessee,TN,Carroll,47017,Democrat,Bernie Sanders,44,0.288
Tennessee,TN,Carter,47019,Republican,Donald Trump,737,0.444
